"","study.accession","experiment.accession","strain","sample_title","description","cell_line","sample_name","bioproject_id"
"133","DRP002586","DRX022703","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"134","DRP002586","DRX022464","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"135","DRP002586","DRX022621","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"136","DRP002586","DRX022465","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"137","DRP002586","DRX022491","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"138","DRP002586","DRX022649","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"139","DRP002586","DRX022643","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"140","DRP002586","DRX022640","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"141","DRP002586","DRX022527","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"142","DRP002586","DRX022522","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"143","DRP002586","DRX022573","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"144","DRP002586","DRX022574","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"145","DRP002586","DRX022593","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"146","DRP002586","DRX022646","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"147","DRP002586","DRX022523","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"148","DRP002586","DRX022485","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"149","DRP002586","DRX022530","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"150","DRP002586","DRX022508","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"151","DRP002586","DRX022479","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"152","DRP002586","DRX022468","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"153","DRP002586","DRX022669","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"154","DRP002586","DRX022487","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"155","DRP002586","DRX022670","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"156","DRP002586","DRX022694","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"157","DRP002586","DRX022610","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"158","DRP002586","DRX022619","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"159","DRP002586","DRX022620","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"160","DRP002586","DRX022500","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"161","DRP002586","DRX022700","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"162","DRP002586","DRX022469","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"163","DRP002586","DRX022514","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"164","DRP002586","DRX022567","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"165","DRP002586","DRX022519","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"166","DRP002586","DRX022561","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"167","DRP002586","DRX022658","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"168","DRP002586","DRX022710","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"169","DRP002586","DRX022546","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"170","DRP002586","DRX022480","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
