"","study.accession","experiment.accession","source_name","cell.type","cell.type.1","disease"
"358","SRP038917","SRX475815","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"359","SRP038917","SRX475834","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"360","SRP038917","SRX475819","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"361","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"362","SRP038917","SRX475834","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"363","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"364","SRP038917","SRX475851","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"365","SRP038917","SRX475839","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"366","SRP038917","SRX475826","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"367","SRP038917","SRX475822","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"368","SRP038917","SRX475847","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"369","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"370","SRP038917","SRX475852","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"371","SRP038917","SRX475821","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"372","SRP038917","SRX475848","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"373","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"374","SRP038917","SRX475827","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"375","SRP038917","SRX475817","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"376","SRP038917","SRX475827","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"377","SRP038917","SRX475834","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"378","SRP038917","SRX475824","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"379","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"380","SRP038917","SRX475847","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"381","SRP038917","SRX475838","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"382","SRP038917","SRX475845","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"383","SRP038917","SRX475851","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"384","SRP038917","SRX475840","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"385","SRP038917","SRX475815","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"386","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"387","SRP038917","SRX475853","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"388","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"389","SRP038917","SRX475846","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"390","SRP038917","SRX475816","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"391","SRP038917","SRX475817","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"392","SRP038917","SRX475821","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"393","SRP038917","SRX475831","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"394","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"395","SRP038917","SRX475832","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"396","SRP038917","SRX475828","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"397","SRP038917","SRX475848","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"398","SRP038917","SRX475816","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"399","SRP038917","SRX475810","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"400","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"401","SRP038917","SRX475826","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"402","SRP038917","SRX475814","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"403","SRP038917","SRX475830","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"404","SRP038917","SRX475832","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"405","SRP038917","SRX475832","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"406","SRP038917","SRX475829","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"407","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"408","SRP038917","SRX475839","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"409","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"410","SRP038917","SRX475848","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"411","SRP038917","SRX475840","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"412","SRP038917","SRX475814","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"413","SRP038917","SRX475853","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"414","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"415","SRP038917","SRX475843","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"416","SRP038917","SRX475836","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"417","SRP038917","SRX475854","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"418","SRP038917","SRX475830","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"419","SRP038917","SRX475812","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"420","SRP038917","SRX475826","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"421","SRP038917","SRX475844","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"422","SRP038917","SRX475838","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"423","SRP038917","SRX475849","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"424","SRP038917","SRX475839","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"425","SRP038917","SRX475855","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"426","SRP038917","SRX475848","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"427","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"428","SRP038917","SRX475816","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"429","SRP038917","SRX475828","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"430","SRP038917","SRX475833","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"431","SRP038917","SRX475854","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"432","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"433","SRP038917","SRX475815","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"434","SRP038917","SRX475853","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"435","SRP038917","SRX475825","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"436","SRP038917","SRX475809","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"437","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"438","SRP038917","SRX475833","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"439","SRP038917","SRX475844","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"440","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"441","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"442","SRP038917","SRX475828","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"443","SRP038917","SRX475813","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"444","SRP038917","SRX475835","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"445","SRP038917","SRX475843","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"446","SRP038917","SRX475835","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"447","SRP038917","SRX475816","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"448","SRP038917","SRX475856","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"449","SRP038917","SRX475842","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"450","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"451","SRP038917","SRX475830","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"452","SRP038917","SRX475857","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"453","SRP038917","SRX475840","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"454","SRP038917","SRX475822","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"455","SRP038917","SRX475831","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"456","SRP038917","SRX475825","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"457","SRP038917","SRX475854","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"458","SRP038917","SRX475824","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"459","SRP038917","SRX475832","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"460","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"461","SRP038917","SRX475857","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"462","SRP038917","SRX475819","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"463","SRP038917","SRX475840","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"464","SRP038917","SRX475825","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"465","SRP038917","SRX475824","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"466","SRP038917","SRX475845","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"467","SRP038917","SRX475822","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"468","SRP038917","SRX475827","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"469","SRP038917","SRX475849","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"470","SRP038917","SRX475810","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"471","SRP038917","SRX475823","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"472","SRP038917","SRX475811","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"473","SRP038917","SRX475850","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"474","SRP038917","SRX475818","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"475","SRP038917","SRX475839","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"476","SRP038917","SRX475812","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"477","SRP038917","SRX475810","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"478","SRP038917","SRX475834","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"479","SRP038917","SRX475838","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"480","SRP038917","SRX475811","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"481","SRP038917","SRX475831","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"482","SRP038917","SRX475850","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"483","SRP038917","SRX475851","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"484","SRP038917","SRX475829","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"485","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"486","SRP038917","SRX475845","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"487","SRP038917","SRX475852","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"488","SRP038917","SRX475814","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"489","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"490","SRP038917","SRX475825","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"491","SRP038917","SRX475836","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"492","SRP038917","SRX475850","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"493","SRP038917","SRX475811","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"494","SRP038917","SRX475811","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"495","SRP038917","SRX475852","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"496","SRP038917","SRX475822","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"497","SRP038917","SRX475835","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"498","SRP038917","SRX475851","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"499","SRP038917","SRX475856","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"500","SRP038917","SRX475857","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"501","SRP038917","SRX475845","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"502","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"503","SRP038917","SRX475840","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"504","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"505","SRP038917","SRX475819","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"506","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"507","SRP038917","SRX475854","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"508","SRP038917","SRX475844","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"509","SRP038917","SRX475850","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"510","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"511","SRP038917","SRX475809","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"512","SRP038917","SRX475844","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"513","SRP038917","SRX475831","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"514","SRP038917","SRX475819","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"515","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
"516","SRP038917","SRX475818","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"517","SRP038917","SRX475837","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","healthy (tested non-asthmatic)"
"518","SRP038917","SRX475846","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"519","SRP038917","SRX475829","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"520","SRP038917","SRX475834","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"521","SRP038917","SRX475816","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"522","SRP038917","SRX475820","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","healthy (tested non-asthmatic)"
"523","SRP038917","SRX475813","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"524","SRP038917","SRX475846","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"525","SRP038917","SRX475831","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"526","SRP038917","SRX475828","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"527","SRP038917","SRX475852","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"528","SRP038917","SRX475832","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"529","SRP038917","SRX475812","Blood PBMCs","CCR4- T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4- CD25- T cells","asthmatic"
"530","SRP038917","SRX475825","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"531","SRP038917","SRX475830","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"532","SRP038917","SRX475829","Blood PBMCs","CCR4+ T cells","CD3+ CD4+ CD45RO+ CD45RA- CCR4+ CD25- T cells","asthmatic"
"533","SRP038917","SRX475844","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","asthmatic"
"534","SRP038917","SRX475841","Blood PBMCs","Naive T cells","CD3+ CD4+ CD45RO- CD45RA+ CD62L+ T cells","healthy (tested non-asthmatic)"
